"age","sex","category","population"
13,"Naiset","v2010",31
13,"Naiset","v2024",47
14,"Naiset","v1990",22
14,"Naiset","v2010",32
14,"Naiset","v2024",32
15,"Naiset","v1990",24
15,"Naiset","v2010",25
15,"Naiset","v2024",36
16,"Naiset","v1990",13
16,"Naiset","v2010",25
16,"Naiset","v2024",33
17,"Naiset","v1990",17
17,"Naiset","v2010",31
17,"Naiset","v2024",27
18,"Naiset","v1990",17
18,"Naiset","v2010",19
18,"Naiset","v2024",32
19,"Naiset","v1990",16
19,"Naiset","v2010",24
19,"Naiset","v2024",20
20,"Naiset","v1990",19
20,"Naiset","v2010",13
20,"Naiset","v2024",9
21,"Naiset","v1990",21
21,"Naiset","v2010",7
21,"Naiset","v2024",11
22,"Naiset","v1990",19
22,"Naiset","v2010",5
22,"Naiset","v2024",11
23,"Naiset","v1990",16
23,"Naiset","v2010",15
23,"Naiset","v2024",10
24,"Naiset","v1990",20
24,"Naiset","v2010",10
24,"Naiset","v2024",6
25,"Naiset","v1990",15
25,"Naiset","v2010",18
25,"Naiset","v2024",16
26,"Naiset","v1990",16
26,"Naiset","v2010",8
26,"Naiset","v2024",9
27,"Naiset","v1990",21
27,"Naiset","v2010",17
27,"Naiset","v2024",18
28,"Naiset","v1990",15
28,"Naiset","v2010",19
28,"Naiset","v2024",12
29,"Naiset","v1990",18
29,"Naiset","v2010",17
29,"Naiset","v2024",19
30,"Naiset","v1990",14
30,"Naiset","v2010",24
30,"Naiset","v2024",21
31,"Naiset","v1990",23
31,"Naiset","v2010",25
31,"Naiset","v2024",19
32,"Naiset","v1990",18
32,"Naiset","v2010",29
32,"Naiset","v2024",28
33,"Naiset","v1990",14
33,"Naiset","v2010",41
33,"Naiset","v2024",31
34,"Naiset","v1990",23
34,"Naiset","v2010",43
34,"Naiset","v2024",21
35,"Naiset","v1990",11
35,"Naiset","v2010",33
35,"Naiset","v2024",32
36,"Naiset","v1990",14
36,"Naiset","v2010",27
36,"Naiset","v2024",16
37,"Naiset","v1990",22
37,"Naiset","v2010",27
37,"Naiset","v2024",31
38,"Naiset","v1990",30
38,"Naiset","v2010",40
38,"Naiset","v2024",36
39,"Naiset","v1990",16
39,"Naiset","v2010",32
39,"Naiset","v2024",24
40,"Naiset","v1990",15
40,"Naiset","v2010",37
40,"Naiset","v2024",27
41,"Naiset","v1990",21
41,"Naiset","v2010",39
41,"Naiset","v2024",30
42,"Naiset","v1990",24
42,"Naiset","v2010",27
42,"Naiset","v2024",30
43,"Naiset","v1990",24
43,"Naiset","v2010",37
43,"Naiset","v2024",25
44,"Naiset","v1990",17
44,"Naiset","v2010",30
44,"Naiset","v2024",42
45,"Naiset","v1990",27
45,"Naiset","v2010",32
45,"Naiset","v2024",32
46,"Naiset","v1990",15
46,"Naiset","v2010",28
46,"Naiset","v2024",32
47,"Naiset","v1990",13
47,"Naiset","v2010",30
47,"Naiset","v2024",35
48,"Naiset","v1990",17
48,"Naiset","v2010",33
48,"Naiset","v2024",45
49,"Naiset","v1990",13
49,"Naiset","v2010",20
49,"Naiset","v2024",39
50,"Naiset","v1990",17
50,"Naiset","v2010",28
50,"Naiset","v2024",30
51,"Naiset","v1990",19
51,"Naiset","v2010",26
51,"Naiset","v2024",30
52,"Naiset","v1990",11
52,"Naiset","v2010",21
52,"Naiset","v2024",32
53,"Naiset","v1990",17
53,"Naiset","v2010",27
53,"Naiset","v2024",34
54,"Naiset","v1990",15
54,"Naiset","v2010",30
54,"Naiset","v2024",35
55,"Naiset","v1990",25
55,"Naiset","v2010",17
55,"Naiset","v2024",31
56,"Naiset","v1990",17
56,"Naiset","v2010",18
56,"Naiset","v2024",31
57,"Naiset","v1990",16
57,"Naiset","v2010",26
57,"Naiset","v2024",31
58,"Naiset","v1990",15
58,"Naiset","v2010",31
58,"Naiset","v2024",31
59,"Naiset","v1990",18
59,"Naiset","v2010",23
59,"Naiset","v2024",28
60,"Naiset","v1990",20
60,"Naiset","v2010",25
60,"Naiset","v2024",33
61,"Naiset","v1990",22
61,"Naiset","v2010",24
61,"Naiset","v2024",28
62,"Naiset","v1990",14
62,"Naiset","v2010",23
62,"Naiset","v2024",30
63,"Naiset","v1990",14
63,"Naiset","v2010",25
63,"Naiset","v2024",26
64,"Naiset","v1990",20
64,"Naiset","v2010",19
64,"Naiset","v2024",30
65,"Naiset","v1990",24
65,"Naiset","v2010",30
65,"Naiset","v2024",26
66,"Naiset","v1990",18
66,"Naiset","v2010",16
66,"Naiset","v2024",18
67,"Naiset","v1990",18
67,"Naiset","v2010",16
67,"Naiset","v2024",25
68,"Naiset","v1990",25
68,"Naiset","v2010",20
68,"Naiset","v2024",27
69,"Naiset","v1990",25
69,"Naiset","v2010",17
69,"Naiset","v2024",21
70,"Naiset","v1990",18
70,"Naiset","v2010",16
70,"Naiset","v2024",20
71,"Naiset","v1990",13
71,"Naiset","v2010",20
71,"Naiset","v2024",26
72,"Naiset","v1990",13
72,"Naiset","v2010",8
72,"Naiset","v2024",28
73,"Naiset","v1990",8
73,"Naiset","v2010",15
73,"Naiset","v2024",23
74,"Naiset","v1990",17
74,"Naiset","v2010",16
74,"Naiset","v2024",17
75,"Naiset","v1990",21
75,"Naiset","v2010",17
75,"Naiset","v2024",23
76,"Naiset","v1990",13
76,"Naiset","v2010",14
76,"Naiset","v2024",19
77,"Naiset","v1990",13
77,"Naiset","v2010",11
77,"Naiset","v2024",23
78,"Naiset","v1990",13
78,"Naiset","v2010",12
78,"Naiset","v2024",16
79,"Naiset","v1990",14
79,"Naiset","v2010",15
79,"Naiset","v2024",21
80,"Naiset","v1990",13
80,"Naiset","v2010",13
80,"Naiset","v2024",10
81,"Naiset","v1990",8
81,"Naiset","v2010",19
81,"Naiset","v2024",8
82,"Naiset","v1990",11
82,"Naiset","v2010",9
82,"Naiset","v2024",19
83,"Naiset","v1990",10
83,"Naiset","v2010",8
83,"Naiset","v2024",10
84,"Naiset","v1990",14
84,"Naiset","v2010",4
84,"Naiset","v2024",8
85,"Naiset","v1990",6
85,"Naiset","v2010",9
85,"Naiset","v2024",10
86,"Naiset","v1990",8
86,"Naiset","v2010",8
86,"Naiset","v2024",6
87,"Naiset","v1990",5
87,"Naiset","v2010",7
87,"Naiset","v2024",4
88,"Naiset","v1990",3
88,"Naiset","v2010",5
88,"Naiset","v2024",9
89,"Naiset","v1990",5
89,"Naiset","v2010",12
89,"Naiset","v2024",9
90,"Naiset","v1990",2
90,"Naiset","v2010",2
90,"Naiset","v2024",4
91,"Naiset","v1990",1
91,"Naiset","v2010",2
91,"Naiset","v2024",3
92,"Naiset","v1990",2
92,"Naiset","v2010",5
92,"Naiset","v2024",5
93,"Naiset","v1990",0
93,"Naiset","v2010",2
93,"Naiset","v2024",3
94,"Naiset","v1990",0
94,"Naiset","v2010",1
94,"Naiset","v2024",3
95,"Naiset","v1990",1
95,"Naiset","v2010",1
95,"Naiset","v2024",2
96,"Naiset","v1990",1
96,"Naiset","v2010",1
96,"Naiset","v2024",0
97,"Naiset","v1990",0
97,"Naiset","v2010",0
97,"Naiset","v2024",0
98,"Naiset","v1990",0
98,"Naiset","v2010",0
98,"Naiset","v2024",0
99,"Naiset","v1990",0
99,"Naiset","v2010",0
99,"Naiset","v2024",1
100,"Naiset","v1990",0
100,"Naiset","v2010",0
100,"Naiset","v2024",0
